ItemName,UnitName,TransactionDate,UnitPrice
"Dimond Disk 4""",Nos,10/13/2019,160
Polythene,Roll,10/13/2019,1650
"Masking Tape 2""",Nos,10/13/2019,35
Paint Brush,Nos,10/13/2019,80
"Masking Tape 2""",Nos,10/13/2019,35
"UPVC Cap 2""",Nos,10/1/2014,181
"3"" CPVC Pipe",Rft,9/29/2014,1275
"CPVC Reducing bush 2"" x 1.5""",Nos,9/29/2014,215
"CPVC  Reducer Bushing 2.5""x 2""",Nos,9/29/2014,635
"Upvc  Bushing 1.5""x 2""",Nos,3/11/2014,54
"Ex-Fan 10""",Nos,4/30/2014,4000
PVC Mat,Sft,4/30/2015,88
"UPVC Long Trap 4""",Nos,5/4/2015,235
Cable 2 x 0.65 rm Flexible,Coil,5/5/2015,2706
Socket 5A 2pin,Nos,3/25/2014,50
"Magic Pipe 1.5""",Nos,3/18/2014,80
Cable 2 x 0.65 rm Flexible,Coil,10/13/2019,2911
"UPVC Long Trap 4""",Nos,5/24/2017,225
"UPVC Bend 4""",Nos,5/24/2017,100
CPVC plain tee 2.5'',Nos,7/8/2019,2211
Concealed cistern lowdown,Nos,7/16/2019,32500
"CPVC Ball Valve 1.5""",Nos,7/16/2019,3400
Bath Tub,Nos,7/20/2019,456000
Long Pan,Nos,9/18/2018,800
"UPVC Long Trap 4""",Nos,6/20/2019,240
Cable 2 x 0.65 rm Flexible,Coil,10/20/2019,2911
Kitchen Hood,Nos,11/7/2019,44900
Gas Cooker,Nos,11/7/2019,124900
Gas Cooker,Nos,4/18/2019,114500
Kitchen Hood,Nos,4/23/2019,44900
Gas Cooker,Nos,4/23/2019,124900
"3"" CPVC Pipe",Rft,4/26/2019,1275
Sump Cover,Nos,7/20/2019,10000
Cable 2 x 0.65 rm Flexible,Coil,7/29/2019,2646
"UPVC Long Trap 4""",Nos,1/2/2018,379
"UPVC Bend 4""",Nos,1/2/2018,100
Long Pan,Nos,1/4/2018,1315
"Upvc  Bushing 1.5""x 2""",Nos,1/16/2018,69
Cable 2 x 0.65 rm Flexible,Coil,2/4/2018,2473.36
Cable 2 x 0.65 rm Flexible,Coil,1/28/2019,2407.86
"UPVC Long Trap 4""",Nos,2/2/2019,240
"UPVC Bend 4""",Nos,2/2/2019,105
Cable 2 x 0.65 rm Flexible,Coil,9/2/2018,2810.95
"UPVC Long Trap 4""",Nos,7/18/2019,240
Polythene,Roll,12/24/2014,1700
"Masking Tape 2""",Nos,2/1/2017,37
Paint Brush,Nos,5/12/2019,120
Polythene,Roll,3/30/2016,1500
"Masking Tape 2""",Nos,2/24/2015,50
Polythene,Roll,7/13/2017,1320
"Masking Tape 2""",Nos,7/13/2017,38
Paint Brush,Nos,12/9/2017,65
Cabinet Hardware (Set),Set,3/19/2019,13500
Cabinet Hardware (Set),Set,3/20/2019,81720
Garments Jute,Kg,9/11/2015,58
Shutter Oil,Litre,10/28/2015,130
"Cutting Disc 7""",Nos,9/8/2015,120
Garments Jute,Kg,7/18/2019,50
Handle Lock,Nos,3/27/2015,3800
Door Stopper,Nos,5/12/2019,250
Door Stopper,Nos,5/12/2019,250
Wire Mesh,Sft,3/27/2019,5.5
Garments Jute,Kg,7/25/2019,50
Garments Jute,Kg,1/10/2019,68
Wire Mesh,Sft,1/10/2019,5.5
Garments Jute,Kg,8/30/2015,58
Wire Mesh,Sft,6/15/2019,5.5
Shutter Oil,Litre,11/17/2015,130
"Hinge SS 5""",Nos,10/13/2019,360
Malet (Rubber Hammer) Big size,Nos,12/26/2015,350
Shutter Oil,Litre,7/1/2015,135
Steel Brush,Nos,5/23/2017,40
Shutter Oil,Litre,5/29/2019,140
Garments Jute,Kg,6/26/2019,58
Garments Jute,Kg,3/8/2018,70
Wire Mesh,Sft,4/2/2019,5.5
Garments Jute,Kg,8/31/2019,65
Shutter Oil,Litre,7/15/2019,140
Shutter Oil,Litre,6/10/2018,150
Wire Mesh,Sft,10/17/2019,5.25
Shutter Oil,Litre,5/7/2018,145
Garments Jute,Kg,4/29/2019,58
"Cutting Disc 7""",Nos,5/4/2019,55
Shutter Oil,Litre,9/2/2019,140
Shutter Oil,Litre,7/6/2019,140
Garments Jute,Kg,7/15/2019,50
"Cutting Disc 7""",Nos,1/3/2019,55
Garments Jute,Kg,12/19/2016,65
"UPVC Long Trap 4""",Nos,11/12/2019,253
"Upvc  Bushing 1.5""x 2""",Nos,11/12/2019,73
Cable 2 x 0.65 rm Flexible,Coil,9/5/2016,2459
"Upvc  Bushing 1.5""x 2""",Nos,5/12/2019,69
"Upvc  Bushing 1.5""x 2""",Nos,2/2/2019,69
"CPVC Plug 1/2""",Nos,2/7/2019,12
PVC Mat,Sft,3/28/2017,95
"Magic Pipe 1.5""",Nos,4/12/2017,35
"Magic Pipe 1.25""",Nos,4/12/2017,30
"Exhaust Fan 10""",Nos,5/24/2017,2800
Cable RG-6 (Drum),Drum,9/16/2017,3950
Cable 2 x 2.0 Rm Flexible,Coil,8/26/2019,6690
"UPVC Pipe 2""",Rft,11/14/2018,29.8
"UPVC Plain Bend 4""",Nos,11/14/2018,105
"PVC Bend 1""",Nos,1/20/2019,6
Push Spray,Set,4/6/2019,9500
"PVC Bend 1""",Nos,10/17/2019,6
"GI Nipple 1""",Nos,5/25/2013,45
Liquid Soap Dispenser,Nos,12/3/2018,8500
Liquid Soap Dispenser,Nos,12/3/2018,8500
MCB 32A SP,Nos,12/11/2018,370
"55"" LED TV",Nos,12/22/2018,122000
"CPVC Socket 3/4""",Nos,1/20/2019,43
"CPVC Elbow 2.5""",Nos,11/21/2017,1623
"CPVC Union 3""",Nos,11/21/2017,14750
"Cpvc R-Socket 1.25"" x 1''",Nos,8/20/2014,62.56
Towel Rail,Nos,2/7/2019,4600
Push Spray,Set,2/7/2019,1600
"PVC Bend 1""",Nos,10/29/2013,5.83
Basin (Set),Set,11/4/2018,100650
"CPVC Socket 3/4""",Nos,11/14/2018,43
Cable 2 x 23/0.0023,Coil,1/21/2014,4075
"UPVC Pipe 2""",Rft,1/22/2014,26.52
Basin (Set),Set,11/10/2014,16000
Basin (Set),Set,11/10/2014,16000
"CPVC Socket 3/4""",Nos,12/2/2014,28
"Cpvc R-Socket 1.25"" x 1''",Nos,12/2/2014,73
Cable 2 x 2.0 Rm Flexible,Coil,3/24/2015,7150
Basin (Set),Set,3/23/2015,5655
Basin (Set),Set,3/23/2015,5655
"PVC Bend 1""",Nos,3/1/2014,5.83
Cable Telephone (2 Pair),Coil,11/26/2014,2174
"CPVC Reducer bushing 2""X1.5""",Nos,9/5/2014,210
CPVC plain tee 2.5'' X 3'',Nos,9/5/2014,4216
"CPVC 3"" Union Socket",Nos,9/5/2014,14750
"Flexible Pipe 1"" (EG)",Rft,9/16/2014,6
"CPVC End Cap 1""",Nos,11/20/2013,25
"CPVC Socket 3/4""",Nos,11/20/2013,19
Thread Holder,Nos,11/20/2013,45
Towel Rail,Nos,4/29/2017,15000
Towel Rail,Nos,4/29/2017,15000
Basin (Set),Set,3/30/2015,19475
Basin (Set),Set,3/30/2015,19475
Basin (Set),Set,3/30/2015,19475
"PVC Bend 1""",Nos,4/11/2015,6
Basin (Set),Set,11/25/2014,10351
Basin (Set),Set,11/16/2014,20500
Basin (Set),Set,12/1/2014,3215
"UPVC Plain Bend 4""",Nos,11/26/2014,109
Brighton Tube Set 4',Nos,6/20/2015,430
Brighton Tube Set 4',Nos,5/26/2015,430
"CPVC Reducer bushing 2""X1.5""",Nos,5/18/2015,210
Towel Rail,Nos,2/4/2015,2400
"PVC Bend 1""",Nos,1/19/2015,6
"CPVC Elbow 2.5""",Nos,9/8/2014,1623
Basin (Set),Set,10/21/2014,42000
Basin (Set),Set,10/21/2014,42000
Towel Rail,Nos,10/21/2014,14000
Towel Rail,Nos,10/21/2014,14000
"Flexible Pipe 1"" (EG)",Rft,10/22/2014,6
"Flexible Pipe 1"" (EG)",Rft,5/28/2015,5.5
Brighton Tube Set 4',Nos,5/30/2015,450
"CPVC Socket 3/4""",Nos,6/27/2015,28
"UPVC Plain Bend 4""",Nos,2/2/2015,109
"CPVC Socket 3/4""",Nos,2/3/2015,28
"CPVC Socket 3/4""",Nos,9/23/2014,28
"CPVC End Cap 1""",Nos,9/23/2014,34
"GI Plug 1/2""",Nos,12/2/2014,10
"UPVC Plain Bend 4""",Nos,12/3/2014,109
Basin (Set),Set,11/24/2014,12800
Liquid Soap Dispenser,Nos,12/2/2014,4775
Basin (Set),Set,11/5/2014,18500
"CPVC Socket 3/4""",Nos,8/23/2017,28
Cable Telephone (2 Pair),Coil,12/22/2014,2174
Copper Rod 3/4'',Rft,1/19/2015,592
Emergency Light,Nos,11/25/2013,2000
"CPVC 3"" Union Socket",Nos,12/27/2014,14750
CPVC  Cupling 3'',Nos,12/27/2014,1431
"CPVC Reducer bushing 2""X1.5""",Nos,12/27/2014,215
"CPVC 3"" Union Socket",Nos,11/13/2014,14750
"PVC Bend 1""",Nos,12/11/2014,6
Cable 2x1.5 RM NYY,Meter,5/18/2014,10517
"PVC Bend 1""",Nos,5/31/2014,6
"Flexible Pipe 1"" (EG)",Rft,9/8/2014,6
"CPVC 1"" Coupling",Nos,8/26/2014,60
Basin (Set),Set,8/28/2014,3080
Cable Telephone (2 Pair),Coil,9/14/2014,2174
"Flexible Pipe 1"" (EG)",Rft,9/16/2014,6
"PVC Bend 1""",Nos,6/14/2015,6
"UPVC Pipe 2""",Rft,2/26/2014,26.52
"PVC Pipe 2""",Rft,4/25/2015,20
"UPVC Plain Bend 4""",Nos,4/3/2015,109
"CPVC Elbow 2.5""",Nos,4/7/2015,1623
"CPVC Reducer bushing 2""X1.5""",Nos,4/7/2015,215
Emergency Light,Nos,12/17/2014,1500
LED garden light 10w,Nos,12/17/2014,2350
LED garden light 10w,Nos,12/17/2014,2350
MK Box 3 Gang,Nos,12/21/2014,135
Basin (Set),Set,2/7/2015,18500
"Flexible Pipe 1"" (EG)",Rft,2/5/2015,6
MCB 32A SP,Nos,12/24/2014,445
Basin (Set),Set,12/23/2014,11000
Bay Logo File,Cft,2/24/2019,38
Paper Legal Offset (75 gm),Rim,9/26/2013,350
Energy Saving Light  (32W),Nos,11/7/2013,305
HP 932 Black (CN057S),Nos,6/4/2015,1550
Brighton Tube Set 4',Nos,5/28/2015,430
Steel Brush,Nos,1/15/2019,40
Garments Jute,Kg,1/15/2019,68
Wire Mesh,Sft,11/12/2019,5.25
Drum (Half Size),Nos,11/12/2019,750
Wire Mesh,Sft,11/12/2019,5.25
Wire Mesh,Sft,3/30/2019,5.5
Garments Jute,Kg,3/30/2019,50
Wire Mesh,Sft,10/13/2019,5.5
Garments Jute,Kg,10/13/2019,50
Door Stopper,Nos,9/26/2019,250
Door Stopper,Nos,12/3/2019,220
"Hinge SS 5""",Nos,8/3/2019,360
Shutter Oil,Litre,8/19/2015,130
"Cutting Disc 7""",Nos,8/26/2015,120
Steel Brush,Nos,8/18/2015,40
Steel Brush,Nos,8/7/2019,40
Cabinet Hardware (Set),Set,8/8/2019,75960
Garments Jute,Kg,11/11/2019,58
Garments Jute,Kg,12/23/2014,70
"Cutting Disc 7""",Nos,1/14/2015,120
Wire Mesh,Sft,1/21/2017,7
Bamboo chalni,Nos,3/11/2015,180
"Magnate, SS Heavy",Nos,4/8/2018,18
Bamboo chalni,Nos,12/30/2014,180
Gorjon Wood,Cft,4/1/2015,2000
Sand Paper 120,Nos,3/23/2014,35
Bamboo chalni,Nos,3/25/2014,180
Gorjon Wood,Cft,3/19/2019,2000
Gorjon Wood,Cft,3/23/2019,2000
Chair (Plastic),Nos,4/17/2019,480
Gorjon Wood,Cft,6/30/2019,2400
Gorjon Wood,Cft,3/7/2015,2000
Gorjon Wood,Cft,3/17/2015,2000
Gorjon Wood,Cft,4/17/2017,1900
Gorjon Wood,Cft,1/5/2016,2000
Gorjon Wood,Cft,3/12/2016,1900
Gorjon Wood,Cft,2/13/2016,2000
Gorjon Wood,Cft,2/13/2016,2000
Gorjon Wood,Cft,10/27/2015,2000
Sand Paper 120,Nos,12/31/2015,30
Gorjon Wood,Cft,12/8/2014,2200
Sand Paper 120,Nos,2/16/2015,30
Gorjon Wood,Cft,7/22/2019,2400
Gorjon Wood,Cft,7/29/2019,2400
Air Freshener,Nos,2/19/2015,350
Blazer Making Charge,Nos,4/9/2015,2300
HP 932 Black (CN057S),Nos,4/20/2015,1500
Wheel Powder,Kg,3/25/2015,90
Air Freshener,Nos,4/19/2014,200
HP 10 Black (C4844A),Nos,4/28/2014,3300
HP 932 Black (CN057S),Nos,5/6/2014,1500
HP 932 Black (CN057S),Nos,4/4/2014,1500
HP 564 Yellow (CB320WA),Nos,5/6/2014,750
Air Freshener,Nos,5/21/2014,200
Slip Pad 1 ,Cft,1/1/2015,35
Battery (AA) One Time,Nos,1/1/2015,17
File A4 (Report Cover),Nos,1/1/2015,175
Air Freshener,Nos,1/29/2015,300
Air Freshener,Nos,1/29/2015,300
Air Freshener,Nos,12/9/2014,200
Wheel Powder,Kg,12/9/2014,180
HP 932 Black (CN057S),Nos,6/15/2015,1550
Kitchen Towel,Pkt,4/22/2015,53
Air Freshener,Nos,4/22/2015,350
Air Freshener,Nos,4/22/2015,350
Kitchen Towel,Pkt,6/30/2015,53
Air Freshener,Nos,6/30/2015,200
HP 932 Black (CN057S),Nos,10/18/2014,2400
Wheel Powder,Kg,11/6/2014,100
Battery (AA) One Time,Nos,10/20/2014,17
Door Handle with Lock (CO),Nos,2/16/2015,2200
Brighton Tube Set 4',Nos,2/22/2015,450
HP 564 Yellow (CB320WA),Nos,2/12/2015,675
HP 932 Black (CN057S),Nos,2/19/2015,2400
Battery (AA) One Time,Nos,4/30/2014,15
Wheel Powder,Kg,6/26/2014,100
Air Freshener,Nos,6/26/2014,350
Bank Debit Voucher,Book,6/15/2014,70
CCTV Installation Charge,Nos,7/13/2014,800
Paper Legal Offset (75 gm),Rim,7/23/2014,350
HP 932 Black (CN057S),Nos,3/3/2014,2350
Air Freshener,Nos,3/16/2014,200
HP 932 Black (CN057S),Nos,12/29/2015,2400
Kitchen Towel,Pkt,12/29/2015,53
Air Freshener,Nos,12/29/2015,200
Basin (Set),Set,4/21/2019,25000
MCB 32A SP,Nos,4/21/2019,650
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,7/18/2018,1365
Bricks (General) M/M,Nos,3/8/2016,10
Bricks (General) M/M,Nos,8/22/2015,9.8
Bricks (General) M/M,Nos,8/28/2015,9.8
Bricks (General) M/M,Nos,9/4/2019,11.1
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,10/30/2016,1483
Bricks (General) M/M,Nos,12/22/2014,8.5
"PVC Board 18mm (8'-0""x4'-0"")",Nos,9/11/2014,6003
"MS Bar (25mm),Grade-72.5",Kg,12/1/2013,58.9
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,6/10/2015,3214
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,6/15/2015,1709
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,4/22/2015,1708.8
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,4/22/2015,1708.8
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,5/2/2015,1708.8
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,5/2/2015,1708.8
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,5/16/2015,1708.8
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,5/16/2015,1708.8
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,5/31/2015,3214
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,4/22/2015,3382.72
"PVC Board 18mm (8'-0""x4'-0"")",Nos,12/18/2014,6003
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,3/19/2014,3325
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,1/11/2014,3325
"PVC Board 18mm (8'-0""x4'-0"")",Nos,5/31/2019,4549
"PVC Board 18mm (8'-0""x4'-0"")",Nos,5/4/2017,4519
"PVC Board 18mm (8'-0""x4'-0"")",Nos,5/22/2018,4519
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,6/3/2018,2900
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,6/3/2018,2900
"PVC Board 18mm (8'-0""x4'-0"")",Nos,5/12/2019,4550
"MS Bar (25mm),Grade-72.5",Kg,2/13/2014,62.2
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,4/13/2017,3213.44
"PVC Board 18mm (8'-0""x4'-0"")",Nos,4/13/2017,4518.4
"MS Bar (25mm),Grade-72.5",Kg,3/23/2014,61.2
"MS Bar (25mm),Grade-72.5",Kg,9/17/2014,55.5
"MS Bar (25mm),Grade-72.5",Kg,11/30/2013,60.5
"MS Bar (25mm),Grade-72.5",Kg,7/2/2014,56
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,4/19/2017,3213.44
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,7/11/2019,3277.76
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,11/20/2019,3277.76
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,1/7/2015,3630
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,3/4/2015,3524
Bamboo chalni,Nos,8/27/2015,180
Sand Paper 120,Nos,10/13/2019,28
Gorjon Wood,Cft,9/20/2019,2200
Diesel,Litre,5/7/2018,65
Nylon Rope (kg),Kg,5/10/2018,170
Bamboo chalni,Nos,5/10/2018,180
P-Con Holder with clamp,Set,4/29/2019,120
Bamboo chalni,Nos,5/12/2019,180
Sand Paper 120,Nos,12/5/2019,28
Diesel,Litre,9/2/2019,65
Diesel,Litre,7/6/2019,65
Sand Paper 120,Nos,7/15/2019,25
Diesel,Litre,7/15/2019,65
Diesel,Litre,8/9/2018,65
"Door Hinges 4""",Nos,10/22/2019,390
"Door Hinges 4""",Nos,10/22/2019,390
Gorjon Wood,Cft,11/14/2019,2200
Gorjon Wood,Cft,3/19/2020,2200
Diesel,Litre,2/22/2020,65
Gorjon Wood,Cft,11/26/2019,2200
Diesel,Litre,11/28/2019,65
Diesel,Litre,11/28/2019,65
Gorjon Wood,Cft,1/2/2020,2200
Sand Paper 120,Nos,12/12/2019,28
Gorjon Wood,Cft,12/14/2019,2200
Gorjon Wood,Cft,9/6/2020,2200
Diesel,Litre,9/14/2019,65
Gorjon Wood,Cft,8/9/2017,1900
Battery 12V,Nos,9/24/2016,65
Gorjon Wood,Cft,4/25/2016,1900
Gorjon Wood,Cft,5/19/2019,2400
Gorjon Wood,Cft,8/28/2019,2400
Gorjon Wood,Cft,9/19/2016,1900
Gorjon Wood,Cft,9/21/2016,1900
"Dimond Disk 4""",Nos,12/9/2017,180
Polythene,Roll,12/9/2017,1300
"Masking Tape 2""",Nos,12/9/2017,35
"Masking Tape 2""",Nos,12/3/2018,37
Polythene,Roll,12/3/2018,1600
"Dimond Disk 4""",Nos,12/3/2018,160
Anchor Bolts,Pes,12/3/2018,18
"Masking Tape 2""",Nos,5/29/2015,40
Polythene,Roll,5/29/2015,1550
"Masking Tape 2""",Nos,4/23/2019,35
Polythene,Roll,4/23/2019,1650
Aluminium Ladder,Nos,5/2/2019,4200
Towel Rail,Nos,5/7/2019,555
"CPVC Socket 3/4""",Nos,5/9/2019,43
"UPVC Tee 4""",Nos,5/12/2019,148
CPVC plain tee 2.5'' X 3'',Nos,3/27/2019,4216
"CPVC Elbow 2.5""",Nos,3/27/2019,1623
"Flexible Pipe 1"" (EG)",Rft,3/27/2019,5.39
MCB 32A SP,Nos,3/27/2019,650
DP Switch,Nos,7/20/2019,740
MCB 32A SP,Nos,7/25/2019,650
"CPVC Elbow 2.5""",Nos,7/30/2019,1623
Bath Mixture with Hand Shower,Nos,11/7/2019,32700
Bath Mixture with Hand Shower,Nos,11/7/2019,42400
Basin (Set),Set,11/11/2019,12300
Basin (Set),Set,11/11/2019,16200
Push Spray,Set,9/4/2019,1700
Towel Rail,Nos,9/4/2019,5200
Towel Rail,Nos,9/4/2019,3300
Push Spray,Set,9/4/2019,1700
Push Spray,Set,9/6/2019,1700
Towel Rail,Nos,9/6/2019,6000
Towel Rail,Nos,9/6/2019,9700
Cable 2 x 2.0 Rm Flexible,Coil,4/19/2015,5539
Basin (Set),Set,7/5/2019,447400
Cable Telephone (2 Pair),Coil,7/11/2019,1657
Basin (Set),Set,7/11/2019,26000
Basin (Set),Set,12/20/2018,13500
Basin (Set),Set,12/20/2018,13500
Cable Telephone (2 Pair),Coil,12/22/2018,1760.35
DP Switch,Nos,3/27/2019,480
"PVC Bend 1""",Nos,8/24/2015,6
Cable 2 x 2.0 Rm Flexible,Coil,2/27/2016,5539
Basin (Set),Set,6/16/2019,12300
Basin (Set),Set,4/30/2017,3542
Towel Rail,Nos,4/30/2017,565
Towel Rail,Nos,4/30/2017,3500
Towel Rail,Nos,4/30/2017,3500
Basin (Set),Set,7/8/2019,2861
"PVC Bend 1""",Nos,8/9/2017,6
Push Spray,Set,8/9/2017,7000
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,3/4/2015,1830
"PVC Board 18mm (8'-0""x4'-0"")",Nos,3/4/2015,6003
"PVC Board 18mm (8'-0""x4'-0"")",Nos,5/31/2017,4519
"PVC Board 18mm (8'-0""x4'-0"")",Nos,11/17/2015,4957
"PVC Board 18mm (8'-0""x4'-0"")",Nos,8/29/2015,4957
"PVC Board 18mm (8'-0""x4'-0"")",Nos,4/29/2017,4519
"PVC Board 18mm (8'-0""x4'-0"")",Nos,2/23/2019,4550
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,7/1/2015,1709
"Melamine Board 1/2"" (4'-0"" x 8'-0"")",Nos,7/1/2015,1709
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,7/13/2015,3214
"MS Bar (25mm),Grade-72.5",Kg,7/17/2018,64.3
"MS Bar (25mm),Grade-72.5",Kg,6/6/2014,56
"MS Bar (25mm),Grade-72.5",Kg,3/10/2014,61.2
"MS Bar (25mm),Grade-72.5",Kg,1/28/2014,63.2
Burmateak Ply 2mm,Nos,10/2/2019,1550
"MS Bar (25mm),Grade-72.5",Kg,8/25/2013,59.2
"Burmateak Ply  1/2"" (4'-0"" x 8'-0"")",Nos,9/4/2016,3214
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,7/12/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,3/5/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,10/19/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,5/17/2018,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,4/29/2019,2867
Floor waxing,Job,4/30/2018,25000
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,2/8/2018,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,1/22/2018,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,2/23/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,12/9/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,9/16/2018,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,9/11/2018,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,9/24/2018,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,11/29/2018,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,7/19/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,8/12/2017,2867
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,12/13/2017,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,2/2/2014,2995
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,8/21/2017,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,8/21/2017,2500
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,1/27/2015,3142
"Burmateak Ply 1/4"" (4'-0"" x 8'-0"")",Nos,11/13/2013,2995
Basin (Set),Set,8/21/2017,21500
"PVC Bend 1""",Nos,2/19/2014,5.83
"Flexible Pipe 1"" (EG)",Rft,7/29/2018,5.39
Towel Rail,Nos,12/27/2018,6000
Push Spray,Set,12/27/2018,2300
"CPVC 1"" Coupling",Nos,3/10/2015,60
Emergency Light,Nos,3/24/2015,1450
CCTV Installation Charge,Nos,9/29/2014,3000
"UPVC Pipe 2""",Rft,11/26/2014,29.8
CCTV Installation Charge,Nos,3/16/2014,1250
Cable 2 x 23/0.0023,Coil,3/11/2014,4738
"PVC Bend 1""",Nos,3/20/2014,7
Cable 2 x 23/0.0023,Coil,12/13/2013,4738
Switch Change Over 32A TP,Nos,12/4/2013,1250
"PVC Bend 1""",Nos,5/19/2014,6
Cable 2 x 23/0.0023,Coil,6/4/2014,4738
"UPVC Pipe 2""",Rft,1/22/2015,29.8
Upvc Socket with plug 2'',Nos,2/2/2015,181
"Hose Pipe 2""",Rft,3/5/2015,40
MCB 25A SP,Nos,4/2/2019,370
"Cpvc R-Socket 1.25"" x 1''",Nos,10/15/2015,73
Cable Telephone (2 Pair),Coil,1/5/2016,1692
Cable Telephone (2 Pair),Coil,3/6/2016,1692
"UPVC Plain Bend 4""",Nos,2/7/2016,109
"CPVC Socket 3/4""",Nos,2/7/2016,28
"Flexible Pipe 1"" (EG)",Rft,12/1/2014,6
"UPVC Pipe 2""",Rft,12/3/2014,29.8
"UPVC Plain Bend 4""",Nos,12/3/2014,100
Combi Closet set with Round Under Cabinet Basin,Set,12/10/2014,45000
"GI Plug 1/2""",Nos,12/2/2014,13
"PVC Bend 1""",Nos,6/8/2015,6
"Exhaust Fan 10""",Nos,9/16/2017,2800
Cable RG-6 (Drum),Drum,9/27/2017,3950
"UPVC Bend 4""",Nos,11/9/2017,100
"UPVC Long Trap 4""",Nos,11/9/2017,225
"Ex-Fan 10""",Nos,1/10/2018,2800
"Exhaust Fan 10""",Nos,8/21/2017,2800
LED Panel light down spot  8W,Set,1/29/2019,400
Bath Tub,Nos,12/20/2018,75000
"Drawer Channel 18""",Set,3/23/2019,396
Polythene,Roll,3/23/2019,1600
"Masking Tape 2""",Nos,3/23/2019,35
Polythene,Roll,8/5/2015,1550
"Masking Tape 2""",Nos,8/5/2015,40
"Both Side Tape 2""",Nos,9/1/2015,55
Polythene,Roll,8/7/2017,1320
Polythene,Roll,4/15/2018,1320
"Masking Tape 2""",Nos,4/15/2018,38
"Dimond Disk 4""",Nos,3/10/2016,180
Anchor Bolts,Pes,2/12/2017,18
Polythene,Roll,5/4/2015,1550
"Drawer Channel 18""",Set,7/31/2018,225
Paint Brush,Nos,1/14/2016,65
"Masking Tape 2""",Nos,1/14/2016,40
"Masking Tape 2""",Nos,4/23/2019,35
Polythene,Roll,4/23/2019,1650
"Dimond Disk 4""",Nos,9/11/2015,180
Paint Brush,Nos,9/11/2015,110
Polythene,Roll,9/11/2015,1550
Polythene,Roll,10/19/2015,1500
"Masking Tape 2""",Nos,10/19/2015,40
Aica (Favicol) SH,Kg,7/21/2019,227
"Drawer Channel 18""",Set,5/9/2019,396
Aica (Favicol) SH,Kg,5/12/2019,227
"Masking Tape 2""",Nos,2/15/2016,40
Polythene,Roll,2/15/2016,1500
Paint Brush,Nos,2/18/2016,70
Polythene,Roll,8/18/2015,1550
Fischer Chemical,Nos,12/8/2016,2328
